plf;numero;annee;statut;montant;unite;montant_meur;chiffrage;montant_brut
2015;090105;2015;prevision_plf;;MEUR;;nc;nc
2016;090105;2015;prevision;1;MEUR;1;chiffre;1
2017;090105;2015;realisation;1;MEUR;1;chiffre;1
2016;090105;2016;prevision_plf;;MEUR;;nc;nc
2017;090105;2016;prevision;0;MEUR;0;epsilon;ε
2018;090105;2016;realisation;0;MEUR;0;epsilon;ε
2017;090105;2017;prevision_plf;;MEUR;;nc;nc
2018;090105;2017;prevision;0;MEUR;0;epsilon;ε
2019;090105;2017;realisation;0;MEUR;0;epsilon;ε
2018;090105;2018;prevision_plf;0;MEUR;0;epsilon;ε
2019;090105;2018;prevision;0;MEUR;0;epsilon;ε
2020;090105;2018;realisation;0;MEUR;0;epsilon;ε
2019;090105;2019;prevision_plf;0;MEUR;0;epsilon;ε
2020;090105;2019;prevision;0;MEUR;0;epsilon;ε
2021;090105;2019;realisation;0;MEUR;0;epsilon;ε
2020;090105;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;090105;2020;prevision;0;MEUR;0;epsilon;ε
2022;090105;2020;realisation;0;MEUR;0;epsilon;ε
2021;090105;2021;prevision_plf;;MEUR;;sans_objet;-
2022;090105;2021;prevision;0;MEUR;0;epsilon;ε
2023;090105;2021;realisation;0;MEUR;0;epsilon;ε
2022;090105;2022;prevision_plf;;MEUR;;sans_objet;-
2023;090105;2022;prevision;;MEUR;;sans_objet;-
2023;090105;2023;prevision_plf;;MEUR;;sans_objet;-
2010;090106;2008;realisation;;MEUR;;sans_objet;-
2010;090106;2009;prevision;;MEUR;;sans_objet;-
2011;090106;2009;realisation;;MEUR;;sans_objet;-
2010;090106;2010;prevision_plf;3;MEUR;3;chiffre;3
2011;090106;2010;prevision;;MEUR;;sans_objet;-
2012;090106;2010;realisation;;MEUR;;sans_objet;-
2011;090106;2011;prevision_plf;3;MEUR;3;chiffre;3
2012;090106;2011;prevision;3;MEUR;3;chiffre;3
2013;090106;2011;realisation;3;MEUR;3;chiffre;3
2012;090106;2012;prevision_plf;;MEUR;;nc;nc
2013;090106;2012;prevision;3;MEUR;3;chiffre;3
2014;090106;2012;realisation;3;MEUR;3;chiffre;3
2013;090106;2013;prevision_plf;;MEUR;;nc;nc
2014;090106;2013;prevision;2;MEUR;2;chiffre;2
2015;090106;2013;realisation;2;MEUR;2;chiffre;2
2014;090106;2014;prevision_plf;;MEUR;;nc;nc
2015;090106;2014;prevision;1;MEUR;1;chiffre;1
2016;090106;2014;realisation;1;MEUR;1;chiffre;1
2015;090106;2015;prevision_plf;;MEUR;;nc;nc
2016;090106;2015;prevision;1;MEUR;1;chiffre;1
2017;090106;2015;realisation;1;MEUR;1;chiffre;1
2016;090106;2016;prevision_plf;;MEUR;;nc;nc
2017;090106;2016;prevision;1;MEUR;1;chiffre;1
2018;090106;2016;realisation;1;MEUR;1;chiffre;1
2017;090106;2017;prevision_plf;;MEUR;;nc;nc
2018;090106;2017;prevision;0;MEUR;0;epsilon;ε
2019;090106;2017;realisation;0;MEUR;0;epsilon;ε
2018;090106;2018;prevision_plf;0;MEUR;0;epsilon;ε
2019;090106;2018;prevision;0;MEUR;0;epsilon;ε
2020;090106;2018;realisation;0;MEUR;0;epsilon;ε
2019;090106;2019;prevision_plf;0;MEUR;0;epsilon;ε
2020;090106;2019;prevision;0;MEUR;0;epsilon;ε
2021;090106;2019;realisation;0;MEUR;0;epsilon;ε
2020;090106;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;090106;2020;prevision;0;MEUR;0;epsilon;ε
2022;090106;2020;realisation;0;MEUR;0;epsilon;ε
2021;090106;2021;prevision_plf;;MEUR;;sans_objet;-
2022;090106;2021;prevision;;MEUR;;sans_objet;-
2023;090106;2021;realisation;0;MEUR;0;epsilon;ε
2022;090106;2022;prevision_plf;;MEUR;;sans_objet;-
2023;090106;2022;prevision;0;MEUR;0;epsilon;ε
2024;090106;2022;realisation;0;MEUR;0;epsilon;ε
2023;090106;2023;prevision_plf;;MEUR;;sans_objet;-
2024;090106;2023;prevision;;MEUR;;sans_objet;-
2024;090106;2024;prevision_plf;;MEUR;;sans_objet;-
2010;090107;2008;realisation;;MEUR;;sans_objet;-
2010;090107;2009;prevision;;MEUR;;sans_objet;-
2011;090107;2009;realisation;;MEUR;;sans_objet;-
2010;090107;2010;prevision_plf;5;MEUR;5;chiffre;5
2011;090107;2010;prevision;;MEUR;;sans_objet;-
2012;090107;2010;realisation;;MEUR;;sans_objet;-
2011;090107;2011;prevision_plf;9;MEUR;9;chiffre;9
2012;090107;2011;prevision;6;MEUR;6;chiffre;6
2013;090107;2011;realisation;6;MEUR;6;chiffre;6
2012;090107;2012;prevision_plf;;MEUR;;nc;nc
2013;090107;2012;prevision;6;MEUR;6;chiffre;6
2014;090107;2012;realisation;6;MEUR;6;chiffre;6
2013;090107;2013;prevision_plf;;MEUR;;nc;nc
2014;090107;2013;prevision;5;MEUR;5;chiffre;5
2015;090107;2013;realisation;5;MEUR;5;chiffre;5
2014;090107;2014;prevision_plf;;MEUR;;nc;nc
2015;090107;2014;prevision;3;MEUR;3;chiffre;3
2016;090107;2014;realisation;3;MEUR;3;chiffre;3
2015;090107;2015;prevision_plf;;MEUR;;nc;nc
2016;090107;2015;prevision;2;MEUR;2;chiffre;2
2017;090107;2015;realisation;2;MEUR;2;chiffre;2
2016;090107;2016;prevision_plf;;MEUR;;nc;nc
2017;090107;2016;prevision;2;MEUR;2;chiffre;2
2018;090107;2016;realisation;2;MEUR;2;chiffre;2
2017;090107;2017;prevision_plf;;MEUR;;nc;nc
2018;090107;2017;prevision;0;MEUR;0;epsilon;ε
2019;090107;2017;realisation;0;MEUR;0;epsilon;ε
2018;090107;2018;prevision_plf;0;MEUR;0;epsilon;ε
2019;090107;2018;prevision;0;MEUR;0;epsilon;ε
2020;090107;2018;realisation;0;MEUR;0;epsilon;ε
2019;090107;2019;prevision_plf;0;MEUR;0;epsilon;ε
2020;090107;2019;prevision;0;MEUR;0;epsilon;ε
2021;090107;2019;realisation;0;MEUR;0;epsilon;ε
2020;090107;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;090107;2020;prevision;0;MEUR;0;epsilon;ε
2022;090107;2020;realisation;0;MEUR;0;epsilon;ε
2021;090107;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;090107;2021;prevision;0;MEUR;0;epsilon;ε
2023;090107;2021;realisation;0;MEUR;0;epsilon;ε
2022;090107;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;090107;2022;prevision;0;MEUR;0;epsilon;ε
2024;090107;2022;realisation;0;MEUR;0;epsilon;ε
2023;090107;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;090107;2023;prevision;0;MEUR;0;epsilon;ε
2025;090107;2023;realisation;0;MEUR;0;epsilon;ε
2024;090107;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;090107;2024;prevision;0;MEUR;0;epsilon;ε
2025;090107;2025;prevision_plf;0;MEUR;0;epsilon;ε
2010;090108;2008;realisation;;MEUR;;sans_objet;-
2010;090108;2009;prevision;;MEUR;;sans_objet;-
2011;090108;2009;realisation;;MEUR;;sans_objet;-
2010;090108;2010;prevision_plf;15;MEUR;15;chiffre;15
2011;090108;2010;prevision;;MEUR;;sans_objet;-
2012;090108;2010;realisation;;MEUR;;sans_objet;-
2011;090108;2011;prevision_plf;10;MEUR;10;chiffre;10
2012;090108;2011;prevision;11;MEUR;11;chiffre;11
2013;090108;2011;realisation;0;MEUR;0;chiffre;0
2012;090108;2012;prevision_plf;12;MEUR;12;chiffre;12
2013;090108;2012;prevision;12;MEUR;12;chiffre;12
2014;090108;2012;realisation;12;MEUR;12;chiffre;12
2013;090108;2013;prevision_plf;;MEUR;;nc;nc
2014;090108;2013;prevision;14;MEUR;14;chiffre;14
2015;090108;2013;realisation;13;MEUR;13;chiffre;13
2014;090108;2014;prevision_plf;;MEUR;;nc;nc
2015;090108;2014;prevision;14;MEUR;14;chiffre;14
2016;090108;2014;realisation;14;MEUR;14;chiffre;14
2015;090108;2015;prevision_plf;15;MEUR;15;chiffre;15
2016;090108;2015;prevision;16;MEUR;16;chiffre;16
2017;090108;2015;realisation;16;MEUR;16;chiffre;16
2016;090108;2016;prevision_plf;16;MEUR;16;chiffre;16
2017;090108;2016;prevision;13;MEUR;13;chiffre;13
2018;090108;2016;realisation;13;MEUR;13;chiffre;13
2017;090108;2017;prevision_plf;13;MEUR;13;chiffre;13
2018;090108;2017;prevision;14;MEUR;14;chiffre;14
2019;090108;2017;realisation;14;MEUR;14;chiffre;14
2018;090108;2018;prevision_plf;14;MEUR;14;chiffre;14
2019;090108;2018;prevision;15;MEUR;15;chiffre;15
2020;090108;2018;realisation;15;MEUR;15;chiffre;15
2019;090108;2019;prevision_plf;15;MEUR;15;chiffre;15
2020;090108;2019;prevision;17;MEUR;17;chiffre;17
2021;090108;2019;realisation;17;MEUR;17;chiffre;17
2020;090108;2020;prevision_plf;17;MEUR;17;chiffre;17
2021;090108;2020;prevision;17;MEUR;17;chiffre;17
2022;090108;2020;realisation;17;MEUR;17;chiffre;17
2021;090108;2021;prevision_plf;17;MEUR;17;chiffre;17
2022;090108;2021;prevision;17;MEUR;17;chiffre;17
2023;090108;2021;realisation;18;MEUR;18;chiffre;18
2022;090108;2022;prevision_plf;17;MEUR;17;chiffre;17
2023;090108;2022;prevision;18;MEUR;18;chiffre;18
2024;090108;2022;realisation;18;MEUR;18;chiffre;18
2023;090108;2023;prevision_plf;18;MEUR;18;chiffre;18
2024;090108;2023;prevision;20;MEUR;20;chiffre;20
2025;090108;2023;realisation;20;MEUR;20;chiffre;20
2024;090108;2024;prevision_plf;20;MEUR;20;chiffre;20
2025;090108;2024;prevision;21;MEUR;21;chiffre;21
2025;090108;2025;prevision_plf;21;MEUR;21;chiffre;21
2011;090109;2009;realisation;;MEUR;;sans_objet;-
2011;090109;2010;prevision;;MEUR;;sans_objet;-
2012;090109;2010;realisation;;MEUR;;sans_objet;-
2011;090109;2011;prevision_plf;0;MEUR;0;epsilon;ε
2012;090109;2011;prevision;0;MEUR;0;chiffre;0
2013;090109;2011;realisation;0;MEUR;0;chiffre;0
2012;090109;2012;prevision_plf;0;MEUR;0;chiffre;0
2013;090109;2012;prevision;0;MEUR;0;chiffre;0
2013;090109;2013;prevision_plf;0;MEUR;0;chiffre;0
2016;090109;2014;realisation;;MEUR;;sans_objet;-
2016;090109;2015;prevision;1;MEUR;1;chiffre;1
2017;090109;2015;realisation;7;MEUR;7;chiffre;7
2016;090109;2016;prevision_plf;2;MEUR;2;chiffre;2
2017;090109;2016;prevision;10;MEUR;10;chiffre;10
2018;090109;2016;realisation;10;MEUR;10;chiffre;10
2017;090109;2017;prevision_plf;;MEUR;;nc;nc
2018;090109;2017;prevision;4;MEUR;4;chiffre;4
2019;090109;2017;realisation;4;MEUR;4;chiffre;4
2018;090109;2018;prevision_plf;;MEUR;;nc;nc
2019;090109;2018;prevision;4;MEUR;4;chiffre;4
2020;090109;2018;realisation;4;MEUR;4;chiffre;4
2019;090109;2019;prevision_plf;;MEUR;;nc;nc
2020;090109;2019;prevision;4;MEUR;4;chiffre;4
2021;090109;2019;realisation;4;MEUR;4;chiffre;4
2020;090109;2020;prevision_plf;4;MEUR;4;chiffre;4
2021;090109;2020;prevision;3;MEUR;3;chiffre;3
2022;090109;2020;realisation;3;MEUR;3;chiffre;3
2021;090109;2021;prevision_plf;3;MEUR;3;chiffre;3
2022;090109;2021;prevision;3;MEUR;3;chiffre;3
2023;090109;2021;realisation;2;MEUR;2;chiffre;2
2022;090109;2022;prevision_plf;3;MEUR;3;chiffre;3
2023;090109;2022;prevision;2;MEUR;2;chiffre;2
2024;090109;2022;realisation;2;MEUR;2;chiffre;2
2023;090109;2023;prevision_plf;2;MEUR;2;chiffre;2
2024;090109;2023;prevision;1;MEUR;1;chiffre;1
2025;090109;2023;realisation;1;MEUR;1;chiffre;1
2024;090109;2024;prevision_plf;1;MEUR;1;chiffre;1
2025;090109;2024;prevision;1;MEUR;1;chiffre;1
2025;090109;2025;prevision_plf;1;MEUR;1;chiffre;1
2018;090110;2016;realisation;;MEUR;;sans_objet;-
2018;090110;2017;prevision;11;MEUR;11;chiffre;11
2019;090110;2017;realisation;4;MEUR;4;chiffre;4
2018;090110;2018;prevision_plf;11;MEUR;11;chiffre;11
2019;090110;2018;prevision;4;MEUR;4;chiffre;4
2020;090110;2018;realisation;4;MEUR;4;chiffre;4
2019;090110;2019;prevision_plf;;MEUR;;nc;nc
2020;090110;2019;prevision;5;MEUR;5;chiffre;5
2021;090110;2019;realisation;5;MEUR;5;chiffre;5
2020;090110;2020;prevision_plf;5;MEUR;5;chiffre;5
2021;090110;2020;prevision;5;MEUR;5;chiffre;5
2022;090110;2020;realisation;5;MEUR;5;chiffre;5
2021;090110;2021;prevision_plf;5;MEUR;5;chiffre;5
2022;090110;2021;prevision;5;MEUR;5;chiffre;5
2023;090110;2021;realisation;5;MEUR;5;chiffre;5
2022;090110;2022;prevision_plf;5;MEUR;5;chiffre;5
2023;090110;2022;prevision;5;MEUR;5;chiffre;5
2024;090110;2022;realisation;5;MEUR;5;chiffre;5
2023;090110;2023;prevision_plf;5;MEUR;5;chiffre;5
2024;090110;2023;prevision;5;MEUR;5;chiffre;5
2025;090110;2023;realisation;5;MEUR;5;chiffre;5
2024;090110;2024;prevision_plf;5;MEUR;5;chiffre;5
2025;090110;2024;prevision;5;MEUR;5;chiffre;5
2025;090110;2025;prevision_plf;5;MEUR;5;chiffre;5
2019;090111;2017;realisation;;MEUR;;sans_objet;-
2019;090111;2018;prevision;;MEUR;;sans_objet;-
2020;090111;2018;realisation;;MEUR;;sans_objet;-
2019;090111;2019;prevision_plf;2;MEUR;2;chiffre;2
2020;090111;2019;prevision;0;MEUR;0;epsilon;ε
2021;090111;2019;realisation;0;MEUR;0;epsilon;ε
2020;090111;2020;prevision_plf;0;MEUR;0;epsilon;ε
2021;090111;2020;prevision;0;MEUR;0;epsilon;ε
2022;090111;2020;realisation;0;MEUR;0;epsilon;ε
2021;090111;2021;prevision_plf;0;MEUR;0;epsilon;ε
2022;090111;2021;prevision;0;MEUR;0;epsilon;ε
2023;090111;2021;realisation;0;MEUR;0;epsilon;ε
2022;090111;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;090111;2022;prevision;0;MEUR;0;epsilon;ε
2024;090111;2022;realisation;0;MEUR;0;epsilon;ε
2023;090111;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;090111;2023;prevision;0;MEUR;0;epsilon;ε
2025;090111;2023;realisation;0;MEUR;0;epsilon;ε
2024;090111;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;090111;2024;prevision;0;MEUR;0;epsilon;ε
2025;090111;2025;prevision_plf;0;MEUR;0;epsilon;ε
2019;090112;2017;realisation;;MEUR;;sans_objet;-
2019;090112;2018;prevision;;MEUR;;sans_objet;-
2020;090112;2018;realisation;;MEUR;;sans_objet;-
2019;090112;2019;prevision_plf;63;MEUR;63;chiffre;63
2020;090112;2019;prevision;152;MEUR;152;chiffre;152
2021;090112;2019;realisation;152;MEUR;152;chiffre;152
2020;090112;2020;prevision_plf;;MEUR;;nc;nc
2021;090112;2020;prevision;169;MEUR;169;chiffre;169
2022;090112;2020;realisation;169;MEUR;169;chiffre;169
2021;090112;2021;prevision_plf;;MEUR;;nc;nc
2022;090112;2021;prevision;;MEUR;;nc;nc
2023;090112;2021;realisation;199;MEUR;199;chiffre;199
2022;090112;2022;prevision_plf;;MEUR;;nc;nc
2023;090112;2022;prevision;234;MEUR;234;chiffre;234
2024;090112;2022;realisation;234;MEUR;234;chiffre;234
2023;090112;2023;prevision_plf;;MEUR;;nc;nc
2024;090112;2023;prevision;265;MEUR;265;chiffre;265
2025;090112;2023;realisation;265;MEUR;265;chiffre;265
2024;090112;2024;prevision_plf;265;MEUR;265;chiffre;265
2025;090112;2024;prevision;306;MEUR;306;chiffre;306
2025;090112;2025;prevision_plf;306;MEUR;306;chiffre;306
2020;090113;2018;realisation;;MEUR;;sans_objet;-
2020;090113;2019;prevision;;MEUR;;sans_objet;-
2021;090113;2019;realisation;;MEUR;;sans_objet;-
2020;090113;2020;prevision_plf;1;MEUR;1;chiffre;1
2021;090113;2020;prevision;1;MEUR;1;chiffre;1
2022;090113;2020;realisation;0;MEUR;0;epsilon;ε
2021;090113;2021;prevision_plf;1;MEUR;1;chiffre;1
2022;090113;2021;prevision;0;MEUR;0;epsilon;ε
2023;090113;2021;realisation;0;MEUR;0;epsilon;ε
2022;090113;2022;prevision_plf;0;MEUR;0;epsilon;ε
2023;090113;2022;prevision;0;MEUR;0;epsilon;ε
2024;090113;2022;realisation;0;MEUR;0;epsilon;ε
2023;090113;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;090113;2023;prevision;0;MEUR;0;epsilon;ε
2025;090113;2023;realisation;0;MEUR;0;epsilon;ε
2024;090113;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;090113;2024;prevision;0;MEUR;0;epsilon;ε
2025;090113;2025;prevision_plf;0;MEUR;0;epsilon;ε
2021;090114;2019;realisation;;MEUR;;sans_objet;-
2021;090114;2020;prevision;;MEUR;;sans_objet;-
2022;090114;2020;realisation;;MEUR;;sans_objet;-
2021;090114;2021;prevision_plf;;MEUR;;nc;nc
2022;090114;2021;prevision;;MEUR;;nc;nc
2023;090114;2021;realisation;0;MEUR;0;epsilon;ε
2022;090114;2022;prevision_plf;;MEUR;;nc;nc
2023;090114;2022;prevision;0;MEUR;0;epsilon;ε
2024;090114;2022;realisation;0;MEUR;0;epsilon;ε
2023;090114;2023;prevision_plf;0;MEUR;0;epsilon;ε
2024;090114;2023;prevision;0;MEUR;0;epsilon;ε
2025;090114;2023;realisation;0;MEUR;0;epsilon;ε
2024;090114;2024;prevision_plf;0;MEUR;0;epsilon;ε
2025;090114;2024;prevision;0;MEUR;0;epsilon;ε
2025;090114;2025;prevision_plf;;MEUR;;sans_objet;-
2010;090201;2008;realisation;;MEUR;;sans_objet;-
2010;090201;2009;prevision;;MEUR;;sans_objet;-
2011;090201;2009;realisation;;MEUR;;sans_objet;-
2010;090201;2010;prevision_plf;5;MEUR;5;chiffre;5
2011;090201;2010;prevision;2;MEUR;2;chiffre;2
2012;090201;2010;realisation;;MEUR;;sans_objet;-
2011;090201;2011;prevision_plf;;MEUR;;nc;nc
2012;090201;2011;prevision;1;MEUR;1;chiffre;1
2013;090201;2011;realisation;1;MEUR;1;chiffre;1
2012;090201;2012;prevision_plf;1;MEUR;1;chiffre;1
2013;090201;2012;prevision;1;MEUR;1;chiffre;1
2014;090201;2012;realisation;1;MEUR;1;chiffre;1
2013;090201;2013;prevision_plf;1;MEUR;1;chiffre;1
2014;090201;2013;prevision;1;MEUR;1;chiffre;1
2015;090201;2013;realisation;2;MEUR;2;chiffre;2
2014;090201;2014;prevision_plf;1;MEUR;1;chiffre;1
2015;090201;2014;prevision;2;MEUR;2;chiffre;2
2016;090201;2014;realisation;3;MEUR;3;chiffre;3
2015;090201;2015;prevision_plf;2;MEUR;2;chiffre;2
2016;090201;2015;prevision;3;MEUR;3;chiffre;3
2017;090201;2015;realisation;3;MEUR;3;chiffre;3
2016;090201;2016;prevision_plf;3;MEUR;3;chiffre;3
2017;090201;2016;prevision;3;MEUR;3;chiffre;3
2018;090201;2016;realisation;3;MEUR;3;chiffre;3
2017;090201;2017;prevision_plf;3;MEUR;3;chiffre;3
2018;090201;2017;prevision;0;MEUR;0;epsilon;ε
2019;090201;2017;realisation;0;MEUR;0;epsilon;ε
2018;090201;2018;prevision_plf;0;MEUR;0;epsilon;ε
2019;090201;2018;prevision;0;MEUR;0;epsilon;ε
2020;090201;2018;realisation;;MEUR;;absent;
2019;090201;2019;prevision_plf;0;MEUR;0;epsilon;ε
2020;090201;2019;prevision;;MEUR;;absent;
2021;090201;2019;realisation;0;MEUR;0;chiffre;0
2020;090201;2020;prevision_plf;;MEUR;;nc;nc
2021;090201;2020;prevision;0;MEUR;0;chiffre;0
2022;090201;2020;realisation;0;MEUR;0;chiffre;0
2021;090201;2021;prevision_plf;0;MEUR;0;chiffre;0
2022;090201;2021;prevision;0;MEUR;0;chiffre;0
2023;090201;2021;realisation;0;MEUR;0;chiffre;0
2022;090201;2022;prevision_plf;0;MEUR;0;chiffre;0
2023;090201;2022;prevision;0;MEUR;0;chiffre;0
2023;090201;2023;prevision_plf;0;MEUR;0;chiffre;0
2022;090202;2020;realisation;102;MEUR;102;chiffre;102
2022;090202;2021;prevision;23;MEUR;23;chiffre;23
2023;090202;2021;realisation;5;MEUR;5;chiffre;5
2022;090202;2022;prevision_plf;;MEUR;;sans_objet;-
2023;090202;2022;prevision;0;MEUR;0;epsilon;ε
2024;090202;2022;realisation;0;MEUR;0;epsilon;ε
2023;090202;2023;prevision_plf;;MEUR;;sans_objet;-
2024;090202;2023;prevision;;MEUR;;sans_objet;-
2024;090202;2024;prevision_plf;;MEUR;;sans_objet;-
2001;100101;1999;realisation;;MF;;nc;nc
2001;100101;2000;prevision;;MF;;nc;nc
2002;100101;2000;realisation;;MEUR;;nc;nc
2001;100101;2001;prevision_plf;;MF;;nc;nc
2002;100101;2001;prevision;;MEUR;;nc;nc
2003;100101;2001;realisation;;MEUR;;nc;nc
2002;100101;2002;prevision_plf;;MEUR;;nc;nc
2003;100101;2002;prevision;;MEUR;;nc;nc
2004;100101;2002;realisation;;MEUR;;nc;nc
2003;100101;2003;prevision_plf;;MEUR;;nc;nc
2004;100101;2003;prevision;;MEUR;;nc;nc
2005;100101;2003;realisation;;MEUR;;nc;nc
2004;100101;2004;prevision_plf;;MEUR;;nc;nc
2005;100101;2004;prevision;;MEUR;;nc;nc
2006;100101;2004;realisation;150;MEUR;150;chiffre;150
2005;100101;2005;prevision_plf;;MEUR;;nc;nc
2006;100101;2005;prevision;110;MEUR;110;chiffre;110
2007;100101;2005;realisation;100;MEUR;100;chiffre;100
2006;100101;2006;prevision_plf;110;MEUR;110;chiffre;110
2007;100101;2006;prevision;80;MEUR;80;chiffre;80
2008;100101;2006;realisation;80;MEUR;80;chiffre;80
2007;100101;2007;prevision_plf;70;MEUR;70;chiffre;70
2008;100101;2007;prevision;60;MEUR;60;chiffre;60
2009;100101;2007;realisation;60;MEUR;60;chiffre;60
2008;100101;2008;prevision_plf;70;MEUR;70;chiffre;70
2009;100101;2008;prevision;60;MEUR;60;chiffre;60
2010;100101;2008;realisation;40;MEUR;40;chiffre;40
2009;100101;2009;prevision_plf;60;MEUR;60;chiffre;60
2010;100101;2009;prevision;30;MEUR;30;chiffre;30
2011;100101;2009;realisation;35;MEUR;35;chiffre;35
2010;100101;2010;prevision_plf;30;MEUR;30;chiffre;30
2011;100101;2010;prevision;35;MEUR;35;chiffre;35
2012;100101;2010;realisation;38;MEUR;38;chiffre;38
2011;100101;2011;prevision_plf;35;MEUR;35;chiffre;35
2012;100101;2011;prevision;37;MEUR;37;chiffre;37
2013;100101;2011;realisation;37;MEUR;37;chiffre;37
2012;100101;2012;prevision_plf;37;MEUR;37;chiffre;37
2013;100101;2012;prevision;35;MEUR;35;chiffre;35
2014;100101;2012;realisation;40;MEUR;40;chiffre;40
2013;100101;2013;prevision_plf;35;MEUR;35;chiffre;35
2014;100101;2013;prevision;36;MEUR;36;chiffre;36
2015;100101;2013;realisation;42;MEUR;42;chiffre;42
2014;100101;2014;prevision_plf;36;MEUR;36;chiffre;36
2015;100101;2014;prevision;50;MEUR;50;chiffre;50
2016;100101;2014;realisation;47;MEUR;47;chiffre;47
2015;100101;2015;prevision_plf;50;MEUR;50;chiffre;50
2016;100101;2015;prevision;39;MEUR;39;chiffre;39
2017;100101;2015;realisation;38;MEUR;38;chiffre;38
2016;100101;2016;prevision_plf;39;MEUR;39;chiffre;39
2017;100101;2016;prevision;37;MEUR;37;chiffre;37
2018;100101;2016;realisation;39;MEUR;39;chiffre;39
2017;100101;2017;prevision_plf;36;MEUR;36;chiffre;36
2018;100101;2017;prevision;37;MEUR;37;chiffre;37
2019;100101;2017;realisation;36;MEUR;36;chiffre;36
2018;100101;2018;prevision_plf;34;MEUR;34;chiffre;34
2019;100101;2018;prevision;42;MEUR;42;chiffre;42
2020;100101;2018;realisation;44;MEUR;44;chiffre;44
2019;100101;2019;prevision_plf;42;MEUR;42;chiffre;42
2020;100101;2019;prevision;44;MEUR;44;chiffre;44
2021;100101;2019;realisation;24;MEUR;24;chiffre;24
2020;100101;2020;prevision_plf;44;MEUR;44;chiffre;44
2021;100101;2020;prevision;34;MEUR;34;chiffre;34
2022;100101;2020;realisation;31;MEUR;31;chiffre;31
2021;100101;2021;prevision_plf;34;MEUR;34;chiffre;34
2022;100101;2021;prevision;24;MEUR;24;chiffre;24
2023;100101;2021;realisation;24;MEUR;24;chiffre;24
2022;100101;2022;prevision_plf;24;MEUR;24;chiffre;24
2023;100101;2022;prevision;24;MEUR;24;chiffre;24
2024;100101;2022;realisation;25;MEUR;25;chiffre;25
2023;100101;2023;prevision_plf;24;MEUR;24;chiffre;24
2024;100101;2023;prevision;27;MEUR;27;chiffre;27
2025;100101;2023;realisation;23;MEUR;23;chiffre;23
2024;100101;2024;prevision_plf;27;MEUR;27;chiffre;27
2025;100101;2024;prevision;27;MEUR;27;chiffre;27
2025;100101;2025;prevision_plf;27;MEUR;27;chiffre;27
2001;100102;1999;realisation;50;MF;7.6;chiffre;50
2001;100102;2000;prevision;50;MF;7.6;chiffre;50
2002;100102;2000;realisation;6;MEUR;6;chiffre;6
2001;100102;2001;prevision_plf;50;MF;7.6;chiffre;50
2002;100102;2001;prevision;7;MEUR;7;chiffre;7
2003;100102;2001;realisation;8;MEUR;8;chiffre;8
2002;100102;2002;prevision_plf;6;MEUR;6;chiffre;6
2003;100102;2002;prevision;9;MEUR;9;chiffre;9
2004;100102;2002;realisation;10;MEUR;10;chiffre;10
2003;100102;2003;prevision_plf;9;MEUR;9;chiffre;9
2004;100102;2003;prevision;10;MEUR;10;chiffre;10
2005;100102;2003;realisation;10;MEUR;10;chiffre;10
2004;100102;2004;prevision_plf;10;MEUR;10;chiffre;10
2005;100102;2004;prevision;10;MEUR;10;chiffre;10
2006;100102;2004;realisation;10;MEUR;10;chiffre;10
2005;100102;2005;prevision_plf;10;MEUR;10;chiffre;10
2006;100102;2005;prevision;10;MEUR;10;chiffre;10
2007;100102;2005;realisation;10;MEUR;10;chiffre;10
2006;100102;2006;prevision_plf;10;MEUR;10;chiffre;10
2007;100102;2006;prevision;10;MEUR;10;chiffre;10
2008;100102;2006;realisation;10;MEUR;10;chiffre;10
2007;100102;2007;prevision_plf;10;MEUR;10;chiffre;10
2008;100102;2007;prevision;10;MEUR;10;chiffre;10
2009;100102;2007;realisation;40;MEUR;40;chiffre;40
2008;100102;2008;prevision_plf;10;MEUR;10;chiffre;10
2009;100102;2008;prevision;40;MEUR;40;chiffre;40
2010;100102;2008;realisation;50;MEUR;50;chiffre;50
2009;100102;2009;prevision_plf;40;MEUR;40;chiffre;40
2010;100102;2009;prevision;50;MEUR;50;chiffre;50
2011;100102;2009;realisation;30;MEUR;30;chiffre;30
2010;100102;2010;prevision_plf;50;MEUR;50;chiffre;50
2011;100102;2010;prevision;30;MEUR;30;chiffre;30
2012;100102;2010;realisation;35;MEUR;35;chiffre;35
2011;100102;2011;prevision_plf;30;MEUR;30;chiffre;30
2012;100102;2011;prevision;35;MEUR;35;chiffre;35
2013;100102;2011;realisation;35;MEUR;35;chiffre;35
2012;100102;2012;prevision_plf;35;MEUR;35;chiffre;35
2013;100102;2012;prevision;35;MEUR;35;chiffre;35
2014;100102;2012;realisation;40;MEUR;40;chiffre;40
2013;100102;2013;prevision_plf;35;MEUR;35;chiffre;35
